PropertyName,PropertySubName,NearbyLocations,LocationAdvantages,Link,PriceDetails,TopFacilities
Ace Palm Floors,"Land, 2, 3 BHK Independent Floor in Sector 89, Gurgaon","['IndusInd Bank ATM', ""Cherub's Cradle"", 'Mavens Orange - Hotel', 'Learning Stars School', 'State Bank of India']","{'IndusInd Bank ATM': '250m', ""Cherub's Cradle"": '400m', 'Mavens Orange - Hotel': '450m', 'Learning Stars School': '600m', 'State Bank of India': '800m', 'Deerika HyperMart': '1km', 'Triangular Park': '1.3km', 'Artimis hospital': '1.5km', 'Sector 45 SO Post Office': '1.5km', 'Delhi Public School': '1.6km', 'FUEL NATION': '2.1km', 'HSBC': '2.1km', 'Women Police Station': '2.3km', 'Best IVF Centre': '2.7km', 'Huda City Centre': '3.6km'}",https://www.99acres.com/ace-palm-floors-sector-89-gurgaon-npxid-r375877,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,090 sq.ft.', 'price-range': '₹ 82.84 L'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,313 - 1,875 sq.ft.', 'price-range': '₹ 1.04 - 1.48 Cr'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '2,700 - 5,625 sq.ft.', 'price-range': '₹ 2.16 - 4.5 Cr'}}","['Swimming Pool', 'Fountain', 'Sun Deck', 'Amphitheatre', 'Yoga/Meditation Area', 'Club House', 'Gated Community', 'Landscape Garden', ""Children's Play Area""]"
DLF Gardencity Enclave,"Land, 3 BHK Independent Floor in Sector 93, Gurgaon","['Gurugram Public School', 'Shikshantar - Primary School', 'Park Hospital', 'Mamta Hospital', 'IG International Airport']","{'Gurugram Public School': '21.5 km', 'Shikshantar - Primary School': '23 km', 'Park Hospital': '16.2 km', 'Mamta Hospital': '14.1 km', 'IG International Airport': '32.3 km', 'Huda Metro Station': '22.4 km', 'Omaxe City Centre': '15.9 km', 'DLF Grand Mall': '23.7 km'}",https://www.99acres.com/dlf-gardencity-enclave-sector-93-gurgaon-npxid-r392732,"{'3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,614.59 sq.ft.', 'price-range': '₹ 1.43 - 1.51 Cr'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,264.76 - 1,614.91 sq.ft.', 'price-range': '₹ 3.01 - 3.85 Cr'}}","['Shopping Centre', 'Community Hall', 'Sewage Treatment Plant', '24x7 Security', 'Club House', ""Children's Play Area"", 'Internal Street Lights', 'Fire Fighting Systems']"
Emaar Palm Heights,"3 BHK Apartment in Sector 77, Gurgaon","['Arvy Hospital', 'DPS', ""St. Xavier's High School"", 'Matrikiran School', 'DLF Cyber City']","{'Arvy Hospital': '6.5 Kms', 'DPS': '4.0 Kms', ""St. Xavier's High School"": '5.7 Kms', 'Matrikiran School': '4.7 Kms', 'DLF Cyber City': '21.5 Kms', 'Vatika Town Square': '2 Kms'}",https://www.99acres.com/emaar-palm-heights-sector-77-gurgaon-npxid-r319909,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,025 sq.ft.', 'price-range': '₹ 1.39 - 1.52 Cr'}}","['Swimming Pool', 'Waiting Lounge', 'Creche/Day care', 'Sun Deck', 'Lawn Tennis Court', 'Toddler Pool', 'Basketball Court', 'Badminton Court', 'Entrance Lobby']"
Signature Global Park,"2, 3 BHK Independent Floor in Sohna, Gurgaon","['Global city centre', 'Sohna road dhunela', 'Gd goenka university', 'Vardaan hospital and trauma centre', 'Maharana pratap school']","{'Global city centre': '850 m', 'Sohna road dhunela': '1.2 KM', 'Gd goenka university': '3.3 KM', 'Vardaan hospital and trauma centre': '5.2 KM', 'Maharana pratap school': '7.7 KM', 'Sector 55-56 metro': '19.4 KM', 'Garhi harsaru railway station Gurgaon': '29.5 KM', 'Indira Gandhi International Airport': '34.5 KM'}",https://www.99acres.com/signature-global-park-sohna-gurgaon-npxid-r330597,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '745.51 sq.ft.', 'price-range': '₹ 56.05 L'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,081.67 sq.ft.', 'price-range': '₹ 81.29 L'}}","['Swimming Pool', 'Gazebo', 'Amphitheatre', 'Basketball Court', 'Badminton Court', 'Multipurpose Hall', 'Yoga/Meditation Area', 'Jogging Track', 'Gymnasium']"
Emaar MGF Marbella,"4, 5 BHK Villa, Land in Sector 66, Gurgaon","['NH 48', 'HUB 66', 'Park Hospital', 'Gurugram University', 'Vatika Business Centre']","{'NH 48': '2.3 Km', 'HUB 66': '2.7 Km', 'Park Hospital': '3.3 Km', 'Gurugram University': '4.1 Km', 'Vatika Business Centre': '4.3 Km', 'De Adventure Park': '5.4 Km', 'Sealdah': '6 Km', 'Sector 55-56 Rapid Metro Station': '6.3 Km', 'Delhi Public School': '6.6 Km', 'Tau DeviLal Sports Complex': '7.3 Km', 'Hasanpur': '7.9 Km', 'DLF Golf and Country Club': '11.8 km', 'The Oberoi': '16 Km', 'Indira Gandhi International Airport': '24.1 Km'}",https://www.99acres.com/emaar-mgf-marbella-sector-66-gurgaon-npxid-r1134,"{'4 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '5,605 sq.ft.', 'price-range': '₹ 8.8 - 9 Cr'}, '5 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '6,520 - 8,120 sq.ft.', 'price-range': '₹ 10.47 - 13.04 Cr'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '2,400 - 5,175 sq.ft.', 'price-range': '₹ 7.48 - 20.05 Cr'}}","['Bowling Alley', 'Mini Theatre', 'Concierge Service', 'Swimming Pool', 'Lounge', 'Bar/Chill-Out Lounge', 'Cigar Lounge', 'Changing Area', 'Salon']"
Rishali Luxe Residency 112,"Land in Sector 112, Gurgaon","['Bajghera Road', 'Dwarka Expy', ""Rion's Hospital"", 'Euro Intl School, Sector- 109', 'Najafgarh Kapashera Road']","{'Bajghera Road': '1.5 KM', 'Dwarka Expy': '5.1 KM', ""Rion's Hospital"": '2.4 KM', 'Euro Intl School, Sector- 109': '4.1 KM', 'Najafgarh Kapashera Road': '3.9 KM', 'Gurgaon Railway Station': '6.5 KM', 'The NorthCap University': '6.7 KM', 'Dwarka Sector 21 Metro station': '8.1 KM', 'Pacific D21 Mall': '8.2 KM', 'Indira Gandhi Intl Airport': '16.1 KM', 'Vivanta Dwarka New Delhi': '9.2 KM', 'Hamoni Golf Camp': '8 KM'}",https://www.99acres.com/rishali-luxe-residency-112-sector-112-gurgaon-npxid-r409012,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,124.83 sq.ft.', 'price-range': '₹ 1.7 Cr'}}","['Community Hall', 'Sewage Treatment Plant', 'Rain Water Harvesting', 'Club House', '24/7 Power Backup', 'Gated Community', '24/7 Water Supply', ""Children's Play Area"", 'Garbage Disposal']"
Puri The Aravallis,"3, 4 BHK Apartment in Sector 61, Gurgaon","['W Pratiksha Hospital', 'Sector 55-56 Metro Station', 'Hong Kong Bazaar', 'Bharti International Convent School', 'Sushant University']","{'W Pratiksha Hospital': '2.6 KM', 'Sector 55-56 Metro Station': '2.7 KM', 'Hong Kong Bazaar': '3.3 KM', 'Bharti International Convent School': '3.9 KM', 'Sushant University': '4.3 KM', 'Gurugram University': '6.2 KM', 'Badshahpur Sohna Rd Hwy, Sector 68': '10.5 KM', 'Indira Gandhi Intl Airport': '20.1 KM'}",https://www.99acres.com/puri-the-aravallis-sector-61-gurgaon-npxid-r396420,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,249.65 sq.ft.', 'price-range': '₹ 4.12 - 4.32 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,627.45 sq.ft.', 'price-range': '₹ 5.08 - 5.63 Cr'}}","['Foosball', 'Infinity Pool', 'Swimming Pool', 'Football', 'Jacuzzi', 'Cricket Pitch', 'Sun Deck', 'Lawn Tennis Court', 'Amphitheatre']"
International City by SOBHA Phase 2,"3, 4, 5 BHK Villa in Sector 109, Gurgaon","['Euro International School', 'Dwarka Expressway', 'Gurgaon Railway Station', 'Aryan Hospital', 'The NorthCap University']","{'Euro International School': '1.1 KM', 'Dwarka Expressway': '2.7 KM', 'Gurgaon Railway Station': '4.2 KM', 'Aryan Hospital': '6.7 KM', 'The NorthCap University': '7.4 KM', 'Dwarka Sector 21 Metro Station': '10.9 KM', 'Pacific D21 Mall': '11 KM', 'Indira Gandhi Intl Airport': '18.1 KM'}",https://www.99acres.com/international-city-by-sobha-phase-2-sector-109-gurgaon-npxid-r259717,"{'3 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '3,153.2 sq.ft.', 'price-range': '₹ 4.39 Cr'}, '4 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '3,166.45 - 4,497 sq.ft.', 'price-range': '₹ 4.4 - 6.26 Cr'}, '5 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '5,026.75 - 7,330.89 sq.ft.', 'price-range': '₹ 6.85 - 9.99 Cr'}}","['Swimming Pool', 'Theater Home', 'School', 'Solar Lighting', 'Restaurant', 'Terrace Garden', 'Jacuzzi', 'Piped Gas', 'Squash Court']"
Emaar MGF The Palm Drive,"2, 3, 4, 5 BHK Apartment, 3 BHK Villa in Sector 66, Gurgaon","['Ashoka International School', 'HUB 66', 'Park Hospital', 'Vatika Business Centre', 'NH 248A']","{'Ashoka International School': '2.3 Km', 'HUB 66': '2.6 Km', 'Park Hospital': '2.8 Km', 'Vatika Business Centre': '2.9 Km', 'NH 248A': '3.8 Km', 'Gurugram University': '4.3 Km', 'De Adventure Park': '5 Km', 'Sealdah': '6.1 Km', 'Sector 55-56 Rapid Metro Station': '6.5 Km', 'Hasanpur': '6.5 Km', 'Tau DeviLal Sports Complex': '7.2 Km', 'DLF Golf and Country Club': '11.9 Km', 'The Oberoi Gurgaon': '15 Km', 'Indira Gandhi International Airport': '22.7 Km'}",https://www.99acres.com/emaar-mgf-the-palm-drive-sector-66-gurgaon-npxid-r19,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,000 - 1,300 sq.ft.', 'price-range': '₹ 1.35 - 2.03 Cr'}, '3 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '3,800 sq.ft.', 'price-range': 'Price on Request'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,100 - 4,050 sq.ft.', 'price-range': '₹ 2.52 - 6 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,250 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Theater Home', 'Bar/Chill-Out Lounge', 'Cigar Lounge', 'Reading Lounge', 'Reflexology Park', 'Golf Course', 'Changing Area', 'School']"
BPTP Green Oaks,"Land in Sector 70A, Gurgaon","['Southern Peripheral Road', 'Airia Mall', 'GD Goenka Public School', 'Badshahpur Sohna Rd Hwy', 'Park Hospital']","{'Southern Peripheral Road': '2.8 KM', 'Airia Mall': '3.9 KM', 'GD Goenka Public School': '6 KM', 'Badshahpur Sohna Rd Hwy': '6.2 KM', 'Park Hospital': '7.2 KM', 'DPG Degree College': '8.9 KM', 'Sector 55-56 Metro Station': '10.8 KM', 'Sushant University': '12.4 KM', 'Garhi Harsaru Junction': '14.4 KM', 'Indira Gandhi Intl Airport': '25.6 KM'}",https://www.99acres.com/bptp-green-oaks-sector-70a-gurgaon-npxid-r382679,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,350 - 1,620 sq.ft.', 'price-range': '₹ 2.62 - 3.15 Cr'}}","['Community Hall', 'Club House', 'Landscape Garden']"
Puri Emerald Bay,"2, 3, 4 BHK Apartment in Sector 104, Gurgaon","['Dwarka Expressway', 'Gurgaon Railway Station', 'Delhi Public School', 'Chauma Road', 'Chirag Hospital']","{'Dwarka Expressway': '350 Mtr', 'Gurgaon Railway Station': '2.8 Km', 'Delhi Public School': '3.5 Km', 'Chauma Road': '3.6 Km', 'Chirag Hospital': '4.1 Km', 'Gurgaon Dreamz Mall': '5.2 Km', 'Park Inn': '7.4 Km', 'DPG Degree College': '8.8 Km', 'Infinity Business Park': '8.9 km', 'The NorthCap University': '9.3 Km', ""Oyster's Water Park"": '11.4 Km', 'Sector-21 Metro Dwarka': '13.7 Km', 'DLF Golf and Country Club': '15 Km', 'Indira Gandhi International Airport': '23.7 Km'}",https://www.99acres.com/puri-emerald-bay-sector-104-gurgaon-npxid-r5456,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,550 - 1,700 sq.ft.', 'price-range': '₹ 1.55 - 2.29 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,450 sq.ft.', 'price-range': '₹ 2.65 - 3.29 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,450 sq.ft.', 'price-range': '₹ 2.85 - 3.16 Cr'}}","['Swimming Pool', 'Theatre', 'Wi-Fi Connectivity', 'Cafeteria', 'Billiards', 'Lawn Tennis Court', 'Video Door Security', 'Multipurpose Court', 'Amphitheatre']"
Ireo Victory Valley,"2, 3, 4, 5 BHK Apartment in Sector 67, Gurgaon","['AIPL Joy Street Mall', 'Alpine Convent School', 'Golf Course Extension Road', 'CK Birla Hospital', 'PVR Drive in Theatre']","{'AIPL Joy Street Mall': '1.1 Km', 'Alpine Convent School': '1.8 Km', 'Golf Course Extension Road': '3.3 Km', 'CK Birla Hospital': '4.5 Km', 'PVR Drive in Theatre': '4.8 Km', 'Radisson Hotel Sohna Road': '5 Km', 'SkyJumper Trampoline Park': '5.6 Km', 'DPG Institute of Technology': '8.3 Km', 'iON Digital Zone (Gurugram)': '8.3 Km', 'HUDA Mini Golf Course': '9.2 Km', 'Indira Gandhi International Airport': '24 Km'}",https://www.99acres.com/ireo-victory-valley-sector-67-gurgaon-npxid-r871,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,435 sq.ft.', 'price-range': '₹ 1.65 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,382 - 3,548 sq.ft.', 'price-range': '₹ 2.08 - 5.21 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,847 - 5,977 sq.ft.', 'price-range': '₹ 3.42 - 8.78 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '4,833 - 5,400 sq.ft.', 'price-range': '₹ 7.1 - 7.93 Cr'}}","['Swimming Pool', 'Football', 'Bar/Chill-Out Lounge', 'Flower Garden', 'Reading Lounge', 'Golf Course', 'Conference room', 'School', 'Salon']"
DLF Gardencity,"Land, 3, 4 BHK Independent Floor in Sector 91, Gurgaon","['IMT Road', 'RPS International School', 'Genesis Hospital', 'Reliance Trends Newtown Square Mall', 'National Highway 48']","{'IMT Road': '280 Meter', 'RPS International School': '4.2 KM', 'Genesis Hospital': '4.4 KM', 'Reliance Trends Newtown Square Mall': '4.4 KM', 'National Highway 48': '5.7 KM', 'SGT University': '13.2 KM', 'Indira Gandhi Intl Airport': '30.9 KM'}",https://www.99acres.com/dlf-gardencity-sector-91-gurgaon-npxid-r1193,"{'3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Built-up Area', 'area': '1,789.5 sq.ft.', 'price-range': '₹ 1.07 - 1.45 Cr'}, '4 BHK': {'building_type': 'Independent Floor', 'area_type': 'Built-up Area', 'area': '2,249.66 - 2,699.59 sq.ft.', 'price-range': '₹ 1.35 - 2.47 Cr'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,800 - 4,518 sq.ft.', 'price-range': '₹ 1.62 - 4.07 Cr'}}","['Swimming Pool', 'Bar/Chill-Out Lounge', 'School', 'Restaurant', 'Spa', 'Squash Court', 'Theatre', 'Cafeteria', 'Fountain']"
Tata Primanti,"3, 4, 5 BHK Apartment, 4 BHK Villa, 4 BHK Independent Floor in Sector 72, Gurgaon","['Sohna Gurgaon Road', 'Omaxe City Centre', 'Spaze Itech Park', 'Pallavan PreSchool, Sohna Road', 'Radisson Hotel Gurugram Sohna Road']","{'Sohna Gurgaon Road': '1 Km', 'Omaxe City Centre': '2.6 Km', 'Spaze Itech Park': '2.8 Km', 'Pallavan PreSchool, Sohna Road': '3.3 Km', 'Radisson Hotel Gurugram Sohna Road': '3.5 Km', 'Polaris Hospital': '3.6 Km', 'SkyJumper Trampoline Park Gurgaon': '3.9 Km', 'Sector 55-56 Metro Station': '7.7 Km', 'Faridabad Gurgaon Road': '10 Km', 'RBSM Public school': '11 Km'}",https://www.99acres.com/tata-primanti-sector-72-gurgaon-npxid-r1148,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,145 - 2,550 sq.ft.', 'price-range': '₹ 2.25 - 3.27 Cr'}, '4 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '7,000 - 8,500 sq.ft.', 'price-range': '₹ 7.5 - 9.11 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '4,750 - 5,800 sq.ft.', 'price-range': '₹ 5.53 - 6.75 Cr'}}","['Swimming Pool', 'Changing Area', 'School', 'Card Room', 'Restaurant', 'Sauna', 'Jacuzzi', 'Piped Gas', 'Steam Room']"
DLF Park Place,"2, 3, 4 BHK Apartment in Sector 54, Gurgaon","['Sector 53-54 Metro Station', 'Health Care Pharmacy', 'Paras Hospitals, Gurgaon', 'Sector 54 Chowk', 'IILM University, Gurugram']","{'Sector 53-54 Metro Station': '1.7 km', 'Health Care Pharmacy': '2.6 km', 'Paras Hospitals, Gurgaon': '3.3 km', 'Sector 54 Chowk': '3.9 km', 'IILM University, Gurugram': '3.9 km', 'EuroKids Preschool Suncity': '4.6 km', 'YES Bank ATM': '4.7 km', 'Sushant University': '4.8 km', 'Suncity School Gurgaon': '5.3km', 'Suncity Shopping Complex': '5.6 km', 'Apollo Pharmacy': '5.6 km', 'Vallores Pre School': '5.8km', 'W Pratiksha Hospital': '6.3 km', 'Umkal Hospital': '7.1 km', 'Haryana City Gas': '8 km'}",https://www.99acres.com/dlf-park-place-sector-54-gurgaon-npxid-r8,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,985 sq.ft.', 'price-range': '₹ 4.5 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,875 - 2,329 sq.ft.', 'price-range': '₹ 3.94 - 5.96 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,550 - 2,721 sq.ft.', 'price-range': '₹ 5.66 - 7.15 Cr'}}","['Mini Theatre', 'Swimming Pool', 'Theater Home', 'Business Lounge', 'Laundry', 'Changing Area', 'School', 'Salon', 'RO System']"
Central Park Flower Valley,"2, 3, 4 BHK Apartment, 4 BHK Villa, Land, 2, 3, 4 BHK Independent Floor in Sector-33 Sohna, Gurgaon","['Marigold Secondary School', 'Alpine Convent School', 'Medanta Hospital', 'Alpine Hospital', 'Pushpanjali Hospital']","{'Marigold Secondary School': '3 mins', 'Alpine Convent School': '5 mins', 'Medanta Hospital': '6 mins', 'Alpine Hospital': '6 mins', 'Pushpanjali Hospital': '8 mins', 'Golf Course Extension Rd': '10 mins', 'Country Inn': '10 mins', 'Westin': '10 mins', 'The Millenium School': '10 mins', 'Rajiv Chowk - Sohna Highway': '15 mins', 'KMP corridor': '15 mins', 'Central Park Resorts': '20 mins', 'De Adventure Park': '25 mins', 'GD Goenka University': '30 mins', 'IGI Airport': '35 mins'}",https://www.99acres.com/central-park-flower-valley-sector-33-sohna-gurgaon-npxid-r22052,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,093 - 1,620 sq.ft.', 'price-range': '₹ 1.09 - 1.63 Cr'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,230 - 1,274 sq.ft.', 'price-range': '₹ 1.15 - 1.27 Cr'}, '4 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '3,700 sq.ft.', 'price-range': 'Price on Request'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,620 - 9,000 sq.ft.', 'price-range': '₹ 1.94 - 10.8 Cr'}}","['Swimming Pool', 'Reading Lounge', 'Reflexology Park', 'Golf Course', 'Aerobics Centre', 'Sauna', 'Jacuzzi', 'Steam Room', 'Creche/Day care']"
Ireo Skyon,"2, 3, 4 BHK Apartment in Sector 60, Gurgaon","['Swastik Hospital Sec 66', 'Adarsh Senior Secondary School', 'Golf Course Extension', 'International Tech Park Gurgaon,', 'Sector 55-56 Metro']","{'Swastik Hospital Sec 66': '800 Meter', 'Adarsh Senior Secondary School': '2 KM', 'Golf Course Extension': '2.3 KM', 'International Tech Park Gurgaon,': '3 KM', 'Sector 55-56 Metro': '3.4 KM', 'Surajgarh Gurgaon, Golf Course Ext Rd': '4.1 KM', 'IGI Airport': '22.5 Km'}",https://www.99acres.com/ireo-skyon-sector-60-gurgaon-npxid-r1147,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,365 - 1,524 sq.ft.', 'price-range': '₹ 2.05 - 2.29 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,045 - 2,403 sq.ft.', 'price-range': '₹ 3.07 - 3.61 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,768 - 3,155 sq.ft.', 'price-range': '₹ 4.16 - 4.74 Cr'}}","['Swimming Pool', 'Golf Course', 'Changing Area', 'School', 'Restaurant', 'High Speed Elevators', 'Piped Gas', 'Steam Room', 'Squash Court']"
AIPL The Peaceful Homes,"2, 3, 4 BHK Apartment in Sector 70A, Gurgaon","['Ananta Hospital', 'Indus World School', 'DLF Corporate Greens', 'Airia Mall', 'SkyJumper Trampoline Park']","{'Ananta Hospital': '1.5 Km', 'Indus World School': '2.1 Km', 'DLF Corporate Greens': '4.8 Km', 'Airia Mall': '5.7 Km', 'SkyJumper Trampoline Park': '7.3 Km', 'Hyatt Regency Gurgaon': '7.5 Km', 'Golf Corse Ext. Rd.': '7.6 Km', 'National Highway-48': '9.6 Km', 'Gurugram University': '10.3 Km', 'IMT Manesar': '15.5 Km', 'Indira Gandhi International Airport': '29.1 Km'}",https://www.99acres.com/aipl-the-peaceful-homes-sector-70a-gurgaon-npxid-r3480,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,565 - 1,719 sq.ft.', 'price-range': '₹ 1.49 - 1.72 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,150 - 2,475 sq.ft.', 'price-range': '₹ 2.04 - 2.48 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,925 sq.ft.', 'price-range': '₹ 2.78 - 2.93 Cr'}}","['Automated Car Wash', 'Concierge Service', 'Swimming Pool', 'Football', 'Bar/Chill-Out Lounge', 'Reading Lounge', 'Golf Course', 'Volley Ball Court', 'Salon']"
Adani M2K Oyster Grande,"3, 4, 5 BHK Apartment in Sector 102, Gurgaon","['Prime Scholars International School', 'Dwarka Expy, Dhanwapur Village', 'WTC Plaza', 'Shri Balaji’s Multispeciality Hospital', 'Euro International School, Sector 37D']","{'Prime Scholars International School': '800 Meter', 'Dwarka Expy, Dhanwapur Village': '3 KM', 'WTC Plaza': '4.5 KM', 'Shri Balaji’s Multispeciality Hospital': '5.9 KM', 'Euro International School, Sector 37D': '6.3  KM', 'Delhi Public School, Sector 103': '2.8 KM', 'SGT University': '9 KM', 'Park Inn, Gurgaon': '10.3 KM', 'DLF World Tech Park': '13 KM', 'Star Mall': '13.7 KM', 'Indira Gandhi Intl Airport': '22.8 KM'}",https://www.99acres.com/adani-m2k-oyster-grande-sector-102-gurgaon-npxid-r4904,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,689 - 2,598 sq.ft.', 'price-range': '₹ 1.5 - 2.6 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,188 - 4,750 sq.ft.', 'price-range': '₹ 2.9 - 4.6 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,790 - 7,283 sq.ft.', 'price-range': '₹ 5.2 - 6.77 Cr'}}","['Swimming Pool', 'Changing Area', 'School', 'Salon', 'ATM', 'Aerobics Centre', 'Card Room', 'Solar Water Heating', 'Waiting Lounge']"
