property_name,link,society,price,rate,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,noOfFloor,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating,property_id
2 Bedroom House for sale in Sohna Road,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sohna-road-gurgaon-900-sq-ft-spid-Q67973846,,50 Lac,"₹ 5,555/sq.ft.",(84 sq.m.) Plot Area,Plot area 900(83.61 sq.m.),2 Bedrooms,1 Bathroom,2 Balconies,,"Sohna Road, Gurgaon, Haryana",1 Floors,,5 to 10 Year Old,"['Rajiv Chowk Mosque', 'Standard chartered ATM', 'Icici bank ATM', 'Samvit Health Care', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Medanta', 'Sukhmani Hospital Pvt. Ltd', 'Airforce Hospital', 'Park Hospital Gurgaon', 'Vishesh Dental', 'Neelkanth Health Care', 'Best Urologist Atcomplete Family Clinic', 'Wellness Eye Centre', 'Dr. Aruna Kalra', 'Bansal Medicare and Maternity Centre', 'Meher Clinic', 'Pushpanjali Hospital Gurgaon', 'Dispencery', 'Dr. Anuj Sharma', 'Dr. Naresh Pandita', 'Pushpanjali Hospital', 'Bones Clinic - Orthopaedics', 'Smile Plus Dental Clinic', 'Vaishnavi Nursing Home', 'Skin Clinic', 'Rajendra Hospital', 'Road and Traffic Authority', 'Gurgaon Election Commission', 'Apollo Pharmacy', 'Gardian Pharmacy', 'Genius', 'India Oil', 'SRS Cinemas', 'SRS Cinemas', 'Hdfc bank', 'Icici bank', 'Hdfc bank', 'KFC', 'Haldiram', ""Domino's Pizza"", 'Darbar', ""Nirula's"", 'Kendriya Vidyalaya No.2 Sohna Road', 'Delhi Public School Primary Section', 'CR Model Public School', 'Manav Rachna School', 'Manav Rachna Swimming Pool']","I am looking for buyer to purchase house/villa available for sale in sohna road, gurgaon. Available at price of rs 50 lacs. It has plot area of 900 sq ft. It has 2 bhk, 1 bathroom, 2 balcony.It is a power of attorney property",[],,,Q67973846
10 Bedroom House for sale in Sector 39 Gurgaon,https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-sector-39-gurgaon-7000-sq-ft-r1-spid-A65044918,,7 Crore,"₹ 10,000/sq.ft.",(33 sq.m.) Plot Area,Plot area 350(32.52 sq.m.)Built Up area: 7000 sq.ft. (650.32 sq.m.),10 Bedrooms,11 Bathrooms,3+ Balconies,Pooja Room,"167, Sector 39 Gurgaon, Gurgaon, Haryana",4 Floors,South-East,1 to 5 Year Old,"['Rajiv Chowk Mosque', 'State bank of india ATM', 'Axis bank ATM', 'Icici bank ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Icici ATM', 'Citi bank ATM', 'Axis bank ATM', 'Hdfc ATM', 'Dispencery', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Sukhmani Hospital Pvt. Ltd', 'Medanta', 'Bansal Medicare and Maternity Centre', 'Samvit Health Care', 'Shivam Hospital Gurgaon', 'Pushpanjali Hospital Gurgaon', 'Pushpanjali Hospital', 'Dayal Eye & Maternity Centre', 'Ahmed Hospital Multi Speciality', 'Gurgaon Election Commission', 'Road and Traffic Authority', 'Gardian Pharmacy', 'Pernod Ricard Charitable Dispensary', 'City Medical', 'Gardian Pharmacy', 'IBP Petrol Pump', 'India Oil', 'Hdfc bank', 'SRS Cinemas', 'KFC', 'Raj Restaurant', 'Om Sweets', 'Fast food', 'Fast Food', 'Bar and restaurant', 'Darbar', 'Cafe Coffee Day', '32nd Milestone', 'CR Model Public School', 'Manav Rachna School', 'Delhi Public School Primary Section', 'St. Angels Jr', 'Amity Global School', 'St. Angels Sr', 'Kendriya Vidyalaya No.2 Sohna Road', 'School of Inspired Leadership SOIL', 'Manav Rachna Swimming Pool']","Luxury house 10 bhk, floor wise, basement plus 2.5 storeys, built-Up area approx 7000 sq ft, high end specifications like complete burma teak wood work except stairs, stairs railing in cp wood, security glass on ground and basement, lighting automation on ground and basement, all led lighting except cobe, cfl tubes in cobes,","['1 Water Purifier', '38 Fan', '1 Exhaust Fan', '1 Geyser', '100 Light', '1 Curtains', '1 Chimney', '1 Modular Kitchen', '7 Bed', '18 Wardrobe', '1 Sofa', 'No AC', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Stove', 'No TV', 'No Washing Machine']","['Security / Fire Alarm', 'Water purifier', 'High Ceiling Height', 'False Ceiling Lighting', 'Natural Light']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",A65044918
2 Bedroom House for sale in Jacobpura,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-jacobpura-gurgaon-360-sq-ft-r1-spid-Y4463709,jacob pura,35 Lac,"₹ 9,722/sq.ft.",(33 sq.m.) Built-up Area,Built Up area: 360 (33.45 sq.m.),2 Bedrooms,1 Bathroom,No Balcony,,"15/3, Jacobpura, Jacobpura, Gurgaon, Haryana",,,10+ Year Old,,Independece house for sale in jacobpura near kabir bhawan gurgaon,[],,"['Environment3 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",Y4463709
5 Bedroom House for sale in Sector 37B Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sector-37-b-gurgaon-1000-sq-ft-r1-spid-L65799646,,95 Lac,"₹ 9,500/sq.ft.",(93 sq.m.) Plot Area,Plot area 1000(92.9 sq.m.),5 Bedrooms,3 Bathrooms,2 Balconies,Pooja Room,"House No 69, Sector 37B Gurgaon, Gurgaon, Haryana",2 Floors,West,1 to 5 Year Old,"['Shri Balaji Hospital and Trauma Center', 'Kamla Hospital Gurgaon', 'Yadav Hospital Gurgoan', 'Chandna Dental Surgery Orthodontic and Implant Centre', 'The Muskan Dental Clinic', 'Dental Xpert Dental Clinic', 'Shri Multispeciality Hospital', 'Harshila Dental Clinic', 'Clove Dental', 'Gautam Hospital', 'Sunrise Hospital Gurgaon', 'Ayushman Hospital And Trauma Centre', 'Sai Dental Clinic', 'Shri Ram Dental Clinic', 'Vaishnavi Nursing Home', 'Nutan Dental Hospital', 'Bhanu Dental Care', 'Parmar Dental Clinic & Lab', 'Boxer Fuel Point', 'Petrol Pump IBP', 'Basai dhankot railway station']",Interested to sell independent house/villa.Placed at sector-37b gurgaon.Nice unfurnished enhancing decorit has spacious 5 bedrooms and 3 bathrooms. .Want to sell it for rs 9500000.It is a 1-5 years old property construction,,,,L65799646
1 Bedroom House for sale in Sector 39 Gurgaon,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-sector-39-gurgaon-892-sq-ft-spid-X67948578,,1.6 Crore,"₹ 17,937/sq.ft.",(83 sq.m.) Plot Area,Plot area 892(82.87 sq.m.),1 Bedroom,1 Bathroom,2 Balconies,,"925, Sector 39 Gurgaon, Gurgaon, Haryana",2 Floors,,10+ Year Old,"['State bank of india ATM', 'Axis bank ATM', 'Icici bank ATM', 'Icici ATM', 'Citi bank ATM', 'Axis bank ATM', 'Hdfc ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Standard chartered ATM', 'Hdfc bank ATM', 'Dispencery', 'Sukhmani Hospital Pvt. Ltd', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Medanta', 'Shivam Hospital Gurgaon', 'Bansal Medicare and Maternity Centre', 'Ahmed Hospital Multi Speciality', 'Dayal Eye & Maternity Centre', 'Samvit Health Care', 'Pushpanjali Hospital Gurgaon', 'Pushpanjali Hospital', 'Gurgaon Election Commission', 'Gardian Pharmacy', 'Pernod Ricard Charitable Dispensary', 'City Medical', 'Gardian Pharmacy', 'IBP Petrol Pump', 'Bharat petroleum', 'Hdfc bank', 'Raj Restaurant', 'Om Sweets', 'Fast food', 'Fast Food', 'Bar and restaurant', 'KFC', 'Darbar', 'Cafe Coffee Day', '32nd Milestone', 'CR Model Public School', 'Manav Rachna School', 'St. Angels Jr', 'Amity Global School', 'St. Angels Sr', 'Delhi Public School Primary Section', 'School of Inspired Leadership SOIL', 'Salvan Public School', 'Manav Rachna Swimming Pool']","Sector 39 gurgaon is one of gurgaon's most sought after destination for residential houses and this 1 bhk house in sector 39 gurgaon is your opportunity to be a part of this community. Containing 1 bedroom, 1 bathroom and 2 balconies, this independent house is spread over a super built up area of 892 sq.Ft. Being a ready to move house, you can expect immediate possession of this 10+ years old property. The nature of ownership of this independent house is freehold. This independent house is available at an attractive price of 1.6 crore.",[],"['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",X67948578
2 Bedroom House for sale in Garhi Harsaru,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-garhi-harsau-gurgaon-891-sq-ft-spid-G67946074,,29 Lac,"₹ 3,254/sq.ft.",(83 sq.m.) Plot Area,Plot area 891(82.78 sq.m.),2 Bedrooms,1 Bathroom,No Balcony,,"Garhi Harsaru, Gurgaon, Haryana",0 Floors,West,10+ Year Old,,"Free space avilable ,friendly society,near railway station",,,"['Environment4 out of 5', 'Lifestyle3 out of 5', 'Connectivity4 out of 5', 'Safety3 out of 5']",G67946074
2 Bedroom House for sale in Bhondsi,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-bhondsi-gurgaon-450-sq-ft-r1-spid-O67448848,"Nirmal Enclave, Maruti Kunj Road",24 Lac,"₹ 5,333/sq.ft.",(42 sq.m.) Plot Area,Plot area 450(41.81 sq.m.),2 Bedrooms,2 Bathrooms,No Balcony,,"Bhondsi, Gurgaon, Haryana",2 Floors,North,1 to 5 Year Old,,Registry done. Near to main maruti kunj road. Newly built-Up house. Nice locality. Nearby market. Call nine three five five six zero one four four five,[],,"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",O67448848
4 Bedroom House for sale in G block DLF City Phase 1,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-g-block-dlf-city-phase-1-gurgaon-1800-sq-ft-spid-U67939840,,5.6 Crore,"₹ 30,556/sq.ft.",(167 sq.m.) Plot Area,Plot area 200(167.23 sq.m.),4 Bedrooms,3 Bathrooms,3+ Balconies,,"G block DLF City Phase 1, Gurgaon, Haryana",3 Floors,South-West,5 to 10 Year Old,"['Guru dronacharya metro station', 'Dlf phase 1 metro station', 'Sikandarpur rmrg metro station', 'Sikanderpur metro station', 'Sikandarpur metro station', 'Dlf phase 2 metro station', 'Arjan garh metro station', 'Hanuman Mandir', 'Icici bank ATM', 'Axis bank ATM', 'Icici bank ATM', 'Punjab national bank ATM', 'Anahat Hospital', 'Sikka Maternity And Surgical Center', ""St Stephen's Hospital Health Care Facility"", 'The Dental Lounge', 'Divine Look Clinic Centre 1', 'Marwah Clinic', 'Krishna Family Clinic', 'Durga Poly Clinic', 'Upkar Clinic', ""Dr. Khullar's Dental Clinic"", 'Cosmodentz Dental Clinic', 'Surgi Center Clinic', 'Dental Cure and Care Centre', 'Kailash Nursing Home Gurgaon', 'Uma Sanjeevani Health Centre And Hospital', 'Lord Krishna Hospital', 'Shri Ram Memorial Hospital', 'R.N Clinic', 'Relief Physiotherapy Clinic', 'Garg Dental Care', 'RBS Dental Clinic', 'Religare Wellness', '98.4', 'Guardian', 'Pharmacy', 'Emaar Business Park', 'Axis bank', 'State bank of india', 'Hsbc bank', 'Kotak mahindra bank', 'PVR Cinames', 'Food Court', 'Bharat Vasisht Vidya Mandir']","200 square yard independent home for sale in dlf phase 1, g block. Kohler fittings, daikin air conditioners, modular kitchen. Large balconies and terraces with rehau upvc french doors with security glass. Perfect for a nature loving family. Back yard and balconies oversee forest land. 3 bedrooms and lounge on the first floor, one room with large living areas (Dining, double height atrium and living room) that open to a green yard with guava tree, champa, sweet neem and more. Beach home aesthetic with high ceilings and loads of natural light and privacy.","['6 Wardrobe', '1 Fan', '1 Light', '1 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'High Ceiling Height', 'Security Personnel', 'Internet/wi-fi connectivity']",,U67939840
2 Bedroom House for sale in Manohar Nagar,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-manohar-nagar-gurgaon-1200-sq-ft-spid-N67938906,,55 Lac,"₹ 4,583/sq.ft.",(111 sq.m.) Carpet Area,Carpet area: 1200 (111.48 sq.m.),2 Bedrooms,2 Bathrooms,No Balcony,,"Manohar Nagar, Gurgaon, Haryana, India, Manohar Nagar, Gurgaon, Haryana",2 Floors,North-East,undefined,"['Navjeevan Hospital and Maternity Centre', 'Shiv Mahima Patient Care Bureau', 'Ankur Clinic and Maternity Home', 'Shri Gobind Hospital', 'Lal Superspeciality Hospital', 'Mangalam Hospital and Heart Centre Gurgaon', 'Satyam Hospital Gurgaon', 'Dev Man Kathuria Clinic', 'Dr. Madan Clinic', 'Tirath Ram Hospitals Pvt Ltd', 'Sethi Hospital Gurgaon', 'Shubham Hospital Gurgaon', 'Swastik Maternity and Medical Centre', 'Parashar Hospital', 'Kathuria Hospital', 'Nangia Hospital Ent and Maternity', 'Pasricha Hospital and Maternity Home', 'Vinayak Hospital Gurgaon', 'Chiranjiv Hospital', 'Rama Hospital & Nursing Home', 'Taneja Hospital', 'My Care Clinic', 'Rachna Dental Clinic', 'M.S Hospital', 'Triveni Hospital Gurgaon', 'Bindal Clinic', 'Bhanu Dental Care', 'Pearl Dental Clinic', 'Geeta Nursing Home Gurgaon', 'Rajendra Hospital', 'Parmar Dental Clinic & Lab', 'Dr. Ajay S. Gupta Clinic', 'Ravi Clinic and Health Care Centre', 'Dr. Ashok Jain', 'Sharma Hospital Gurgaon', 'Aryan Hospital', 'Thakral Nursing and Maternity Home', 'Rajiv Memorial Eye Infirmary Jacobpura', 'D.R. Rajnis Gupta Clinic', 'Nutan Dental Hospital', 'Smile Plus Dental Clinic', 'Gupta Hospital Gurgaon', 'Shri Ram Dental Clinic', 'Aarvy Hospital', 'Verma E.N.T. Hospital', 'IBP Petrol Station', 'Indian Oil', 'State bank of india', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College']","65 gaj independent house for sale near sd memorial school madanpuri its very near to pataudi chowk nd navjeevan hospital manohar nagar, gurgaon, haryana, india",,,,N67938906
6 Bedroom House for sale in Palam Vihar,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-4000-sq-ft-spid-A67904548,Ansals Palam Vihar,5 Crore,"₹ 12,500/sq.ft.",(372 sq.m.) Built-up Area,Built Up area: 4000 (371.61 sq.m.),6 Bedrooms,4 Bathrooms,No Balcony,,"Palam Vihar, Palam Vihar, Gurgaon, Haryana",3 Floors,,undefined,,6bhk residential house for resale in ansals palam vihar at palam vihar ansals palam vihar palam vihar,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,"['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",A67904548
1 Bedroom House for sale in Sector 39 Gurgaon,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-sector-39-gurgaon-800-sq-ft-spid-S67904518,,1.8 Crore,"₹ 21,875/sq.ft.",(84 sq.m.) Plot Area,Plot area 900(83.61 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),1 Bedroom,1 Bathroom,2 Balconies,,"00., Sector 39 Gurgaon, Gurgaon, Haryana",3 Floors,North-East,1 to 5 Year Old,"['Axis bank ATM', 'State bank of india ATM', 'Icici bank ATM', 'Icici ATM', 'Citi bank ATM', 'Axis bank ATM', 'Hdfc ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Standard chartered ATM', 'Hdfc bank ATM', 'Dispencery', 'Sukhmani Hospital Pvt. Ltd', 'Shivam Hospital Gurgaon', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Medanta', 'Bansal Medicare and Maternity Centre', 'Ahmed Hospital Multi Speciality', 'Dayal Eye & Maternity Centre', 'Pushpanjali Hospital Gurgaon', 'Samvit Health Care', 'Pushpanjali Hospital', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Gardian Pharmacy', 'Pernod Ricard Charitable Dispensary', 'City Medical', 'Gardian Pharmacy', 'IBP Petrol Pump', 'Bharat petroleum', 'Hdfc bank', 'Raj Restaurant', 'Om Sweets', 'Fast food', 'Fast Food', 'Bar and restaurant', 'KFC', 'Darbar', 'Cafe Coffee Day', '32nd Milestone', 'CR Model Public School', 'Manav Rachna School', 'St. Angels Jr', 'St. Angels Sr', 'Amity Global School', 'School of Inspired Leadership SOIL', 'Delhi Public School Primary Section', 'Salvan Public School', 'Manav Rachna Swimming Pool']",1bhk residential house for resale in sector 39 00.,,,"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",S67904518
5 Bedroom House for sale in Surat Nagar,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-surat-nagar-gurgaon-585-sq-ft-spid-L67904496,,Price on Request,,(54 sq.m.) Built-up Area,Built Up area: 65 (54.35 sq.m.),5 Bedrooms,2 Bathrooms,No Balcony,,"Surat Nagar Phase 2, Sector 104, Surat Nagar, Gurgaon, Haryana",2 Floors,,undefined,,"5bhk residential house for resale in surat nagar phase 2, sector 104 surat nagar phase 2, sector 104",,,"['Environment3 out of 5', 'Lifestyle3 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",L67904496
"9 Bedroom House for sale in Gurgaon, Delhi NCR",https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-gurgaon-900-sq-ft-spid-E67904464,,1.5 Crore,"₹ 16,667/sq.ft.",(84 sq.m.) Carpet Area,Carpet area: 900 (83.61 sq.m.),9 Bedrooms,3 Bathrooms,3+ Balconies,,"Gurgaon, Delhi NCR, Gurgaon, Haryana",3 Floors,,undefined,,"9bhk residential house for resale in at gurgaon, delhi ncr location gurgaon","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,,E67904464
3 Bedroom House for sale in Park View,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-park-view-gurgaon-1484-sq-ft-spid-H67904454,Ansal Esencia Sovereign Floors,1.05 Crore,"₹ 7,075/sq.ft.",(138 sq.m.) Built-up Area,Built Up area: 1484 (137.87 sq.m.)Carpet area: 1225 sq.ft. (113.81 sq.m.),3 Bedrooms,3 Bathrooms,3 Balconies,,"Ansal Esencia Sovereign Floors Sector 67 Golf Course Extention Road Gurgaon., Park View, Gurgaon, Haryana",3 Floors,South-East,undefined,"['Sri Radhe Krishna Temple', 'Kamal Hospital and Maternity Centre', 'Gobind Hospital', 'Sona Devi Memorial Hospital and Trauma Centre', 'Sanjeevani Hospital Gurgaon', 'Sai Dharamraj Hospital', 'Sai Heart and Trauma Center', 'Ekta Hospital', 'SPAZE BUSINESS PARK', 'Kore Tech Park', 'Icici bank', 'State bank of india', 'Union bank of india', 'Central bank of india', 'Hdfc bank', 'Indusind bank', 'Starbucks', 'Nook', 'India']","3bhk penthouse for new property in ansal esencia sovereign floors at bestech park view spa next, sector 67, sohna road ansal esencia sovereign floors ansal esencia sovereign floors sector 67 golf course extention road gurgaon.","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,,H67904454
8 Bedroom House for sale in Shakti Nagar,https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-shakti-nagar-gurgaon-2228-sq-ft-spid-Z67904448,,1.8 Crore,"₹ 8,078/sq.ft.",(207 sq.m.) Carpet Area,Carpet area: 2228 (206.99 sq.m.),8 Bedrooms,5 Bathrooms,2 Balconies,,"20421 Shakti Nagar, Near Shree Shyam Medical Store, Pataudi Chowk, Gurgaon, Shakti Nagar, Gurgaon, Haryana",1 Floors,South,undefined,,"8bhk residential house for resale in shakti nagar 20421 shakti nagar, near shree shyam medical store, pataudi chowk, gurgaon",,,"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",Z67904448
3 Bedroom House for sale in Bhondsi,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-bhondsi-gurgaon-1035-sq-ft-spid-L67904356,,44 Lac,"₹ 4,251/sq.ft.",(96 sq.m.) Carpet Area,Carpet area: 115 (96.15 sq.m.),3 Bedrooms,2 Bathrooms,1 Balcony,"Pooja Room,Others","Bhondsi, Gurgaon, Haryana",1 Floors,,1 to 5 Year Old,,"This spacious 3 bhk independent house is available for sale and is located in the heart of maruti kunj. It has a salable area of 1015 sqft.It is an unfurnished property. Its main door is facing southwest direction. The property is available on freehold. The property has 2 bathrooms and 1 balcony. This residential property is ready-To-Move-In. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities.
This is a 2bhk corner house located in vatika kunj gurugram.It has ground floor with 2 washrooms with a store room.A compact car can be parked inside the house easily with ample of space for parking outside.It is newly renovated house ready to move.",,"['Water Storage', 'Recently Renovated', 'Visitor Parking', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",L67904356
5 Bedroom House for sale in New Colony,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-new-colony-gurgaon-472-sq-ft-spid-I67904354,Rattan Garden,83 Lac,"₹ 17,584/sq.ft.",(44 sq.m.) Carpet Area,Carpet area: 472 (43.85 sq.m.),5 Bedrooms,3 Bathrooms,2 Balconies,,"394/1/11, Rattan Garden, New Colony, New Colony, Gurgaon, Haryana",3 Floors,East,undefined,"['Chintapurni Mandir', 'Aryan Hospital', 'D.R. Rajnis Gupta Clinic', 'Geeta Nursing Home Gurgaon', 'Ravi Clinic and Health Care Centre', 'Sparsh Hospital Gurgaon', 'Bhatnagar Maternity and Nursing Home', 'Gurgaon Eye Centre', 'Chiranjiv Hospital', 'Bindal Clinic', 'Pearl Dental Clinic', 'M.S Hospital', 'Taneja Hospital', 'Dr. Sarvejeet Singh', 'My Care Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Triveni Hospital Gurgaon', 'Kidney Clinic', 'Dr. Ashok Jain', 'Swastik Maternity and Medical Centre', 'Dr. Agya Ram Sharma Clinic', 'Kharbanda Maternity and Nursing Home', 'Lalit Dental Care', 'Dr. Madan Clinic', 'Dentecare - Multispeciality Dental Clinic', 'Lall Eye Care Centre', 'Om Charitable Dental & Implant Centre', 'Lall Nursing and Maternity Home', 'M Goel Hospital', 'Dev Man Kathuria Clinic', 'Gupta Hospital Gurgaon', 'Jackson Hospital', 'Dental Health Centre', 'Satyam Hospital Gurgaon', 'Dr. Ajay S. Gupta Clinic', 'Sarvodya Hospital', 'GH Gurgaon', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Nova Care Clinic', 'Verma E.N.T. Hospital', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Dr. Sindhu Clinic', 'Sharma Hospital Gurgaon', 'State bank of india', 'Hdfc bank', 'Kotak bank', 'Indian bank', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College']","5bhk residential house for resale in rattan garden at new colony, sector 7 rattan garden 394/1/11, rattan garden, new colony",,,"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",I67904354
